"                                                                                                                                                        Address: An Der Ochsenwiese  3
                                                                                                                                                            55124 Mainz, GERMANY
                                                                                                                                                            Email: sales@gemahvoip.de
                                                                                                                                                            Website: www.gemahvoip.de
                                                                                                                                                            Telephone: +49 6131 488 3951",,,"STANDARD PRICELIST                                                               All prices mentioned in this pricelist are exclusive of VAT. All destinations billing increment 1/1.                 Haiti, Kiribati, Mexico, Nauru, Niue, Papua New Guinea, Samoa, Suriname, Tonga, Vanuatu - 60/60                                                                 Gambia - 60/1                                                                Effective from 21 March 2017",,
Thailand Mobile True Move,6699574,0.0042,1,1,00
Thailand Mobile True Move,6699575,0.0042,1,1,00
Thailand Mobile True Move,6699576,0.0042,1,1,00
Thailand Mobile True Move,6699578,0.0042,1,1,00
Thailand Mobile True Move,6699579,0.0042,1,1,00
Thailand Mobile True Move,6699580,0.0042,1,1,00
Thailand Mobile True Move,6699581,0.0042,1,1,00
Thailand Mobile True Move,6699582,0.0042,1,1,00
Thailand Mobile True Move,6699583,0.0042,1,1,00
Thailand Mobile True Move,6699601,0.0042,1,1,00
Thailand Mobile True Move,6699584,0.0042,1,1,00
Thailand Mobile True Move,6699586,0.0042,1,1,00
Thailand Mobile True Move,6699587,0.0042,1,1,00
Thailand Mobile True Move,6699589,0.0042,1,1,00
Thailand Mobile True Move,6699590,0.0042,1,1,00
Thailand Mobile True Move,6699591,0.0042,1,1,00
Thailand Mobile True Move,6699592,0.0042,1,1,00
Thailand Mobile True Move,6699593,0.0042,1,1,00
Thailand Mobile True Move,6699594,0.0042,1,1,00
Thailand Mobile True Move,6699595,0.0042,1,1,00
Thailand Mobile True Move,6699596,0.0042,1,1,00
Thailand Mobile True Move,6699597,0.0042,1,1,00
Thailand Mobile True Move,6699585,0.0042,1,1,00
Thailand Mobile True Move,6699509,0.0042,1,1,00
Thailand Mobile True Move,6699754,0.0042,1,1,00
Thailand Mobile True Move,6699757,0.0042,1,1,00
Thailand Mobile True Move,6699913,0.0042,1,1,00
Thailand Mobile True Move,6699914,0.0042,1,1,00
Thailand Mobile True Move,6699915,0.0042,1,1,00
Thailand Mobile True Move,6699916,0.0042,1,1,00
Thailand Mobile True Move,6699917,0.0042,1,1,00
Thailand Mobile True Move,6699918,0.0042,1,1,00
Thailand Mobile True Move,6699919,0.0042,1,1,00
Thailand Mobile True Move,6699920,0.0042,1,1,00
Thailand Mobile True Move,6699921,0.0042,1,1,00
Thailand Mobile True Move,6699923,0.0042,1,1,00
Thailand Mobile True Move,6699924,0.0042,1,1,00
Thailand Mobile True Move,6699925,0.0042,1,1,00
Thailand Mobile True Move,6699926,0.0042,1,1,00
Thailand Mobile True Move,6699927,0.0042,1,1,00
Thailand Mobile True Move,6699928,0.0042,1,1,00
Thailand Mobile True Move,6699929,0.0042,1,1,00
Thailand Mobile True Move,6699930,0.0042,1,1,00
Thailand Mobile True Move,6699931,0.0042,1,1,00
Thailand Mobile True Move,6699932,0.0042,1,1,00
Thailand Mobile True Move,6699934,0.0042,1,1,00
Thailand Mobile True Move,6699935,0.0042,1,1,00
Thailand Mobile True Move,6699936,0.0042,1,1,00
Thailand Mobile True Move,6699937,0.0042,1,1,00
Thailand Mobile True Move,6699912,0.0042,1,1,00
Thailand Mobile True Move,6699910,0.0042,1,1,00
Thailand Mobile True Move,6699909,0.0042,1,1,00
Thailand Mobile True Move,6699908,0.0042,1,1,00
Thailand Mobile True Move,6695882,0.0042,1,1,00
Thailand Mobile True Move,6699882,0.0042,1,1,00
Thailand Mobile True Move,6699883,0.0042,1,1,00
Thailand Mobile True Move,6699884,0.0042,1,1,00
Thailand Mobile True Move,6699885,0.0042,1,1,00
Thailand Mobile True Move,6699886,0.0042,1,1,00
Thailand Mobile True Move,6699887,0.0042,1,1,00
Thailand Mobile True Move,6699889,0.0042,1,1,00
Thailand Mobile True Move,6699890,0.0042,1,1,00
Thailand Mobile True Move,6699891,0.0042,1,1,00
Thailand Mobile True Move,6699892,0.0042,1,1,00
Thailand Mobile True Move,6699938,0.0042,1,1,00
Thailand Mobile True Move,6699893,0.0042,1,1,00
Thailand Mobile True Move,6699895,0.0042,1,1,00
Thailand Mobile True Move,6699896,0.0042,1,1,00
Thailand Mobile True Move,6699897,0.0042,1,1,00
Thailand Mobile True Move,6699898,0.0042,1,1,00
Thailand Mobile True Move,6699901,0.0042,1,1,00
Thailand Mobile True Move,6699902,0.0042,1,1,00
Thailand Mobile True Move,6699903,0.0042,1,1,00
Thailand Mobile True Move,6699904,0.0042,1,1,00
Thailand Mobile True Move,6699905,0.0042,1,1,00
Thailand Mobile True Move,6699906,0.0042,1,1,00
Thailand Mobile True Move,6699907,0.0042,1,1,00
Thailand Mobile True Move,6699894,0.0042,1,1,00
Thailand Mobile True Move,6699939,0.0042,1,1,00
Thailand Mobile True Move,6699940,0.0042,1,1,00
Thailand Mobile True Move,6699941,0.0042,1,1,00
Thailand Mobile True Move,6699973,0.0042,1,1,00
Thailand Mobile True Move,6699974,0.0042,1,1,00
Thailand Mobile True Move,6699975,0.0042,1,1,00
Thailand Mobile True Move,6699976,0.0042,1,1,00
Thailand Mobile True Move,6699978,0.0042,1,1,00
Thailand Mobile True Move,6699979,0.0042,1,1,00
Thailand Mobile True Move,6699980,0.0042,1,1,00
Thailand Mobile True Move,6699981,0.0042,1,1,00
Thailand Mobile True Move,6699982,0.0042,1,1,00
Thailand Mobile True Move,6699983,0.0042,1,1,00
Thailand Mobile True Move,6699984,0.0042,1,1,00
Thailand Mobile True Move,6699972,0.0042,1,1,00
Thailand Mobile True Move,6699985,0.0042,1,1,00
Thailand Mobile True Move,6699987,0.0042,1,1,00
Thailand Mobile True Move,6699989,0.0042,1,1,00
Thailand Mobile True Move,6699990,0.0042,1,1,00
Thailand Mobile True Move,6699991,0.0042,1,1,00
Thailand Mobile True Move,6699992,0.0042,1,1,00
Thailand Mobile True Move,6699993,0.0042,1,1,00
Thailand Mobile True Move,6699994,0.0042,1,1,00
Thailand Mobile True Move,6699995,0.0042,1,1,00
Thailand Mobile True Move,6699996,0.0042,1,1,00
Thailand Mobile True Move,6699997,0.0042,1,1,00
Thailand Mobile True Move,6699998,0.0042,1,1,00
Thailand Mobile True Move,6699986,0.0042,1,1,00
Thailand Mobile True Move,6699880,0.0042,1,1,00
Thailand Mobile True Move,6699971,0.0042,1,1,00
Thailand Mobile True Move,6699969,0.0042,1,1,00
Thailand Mobile True Move,6699942,0.0042,1,1,00
Thailand Mobile True Move,6699943,0.0042,1,1,00
Thailand Mobile True Move,6699945,0.0042,1,1,00
Thailand Mobile True Move,6699946,0.0042,1,1,00
Thailand Mobile True Move,6699947,0.0042,1,1,00
Thailand Mobile True Move,6699948,0.0042,1,1,00
Thailand Mobile True Move,6699949,0.0042,1,1,00
Thailand Mobile True Move,6699950,0.0042,1,1,00
Thailand Mobile True Move,6699951,0.0042,1,1,00
Thailand Mobile True Move,6699952,0.0042,1,1,00
Thailand Mobile True Move,6699953,0.0042,1,1,00
Thailand Mobile True Move,6699970,0.0042,1,1,00
Thailand Mobile True Move,6699954,0.0042,1,1,00
Thailand Mobile True Move,6699957,0.0042,1,1,00
Thailand Mobile True Move,6699958,0.0042,1,1,00
Thailand Mobile True Move,6699959,0.0042,1,1,00
Thailand Mobile True Move,6699960,0.0042,1,1,00
Thailand Mobile True Move,6699961,0.0042,1,1,00
Thailand Mobile True Move,6699962,0.0042,1,1,00
Thailand Mobile True Move,6699963,0.0042,1,1,00
Thailand Mobile True Move,6699964,0.0042,1,1,00
Thailand Mobile True Move,6699965,0.0042,1,1,00
Thailand Mobile True Move,6699967,0.0042,1,1,00
Thailand Mobile True Move,6699968,0.0042,1,1,00
Thailand Mobile True Move,6699956,0.0042,1,1,00
Thailand Mobile True Move,6699756,0.0042,1,1,00
Thailand Mobile True Move,6699879,0.0042,1,1,00
Thailand Mobile True Move,6699876,0.0042,1,1,00
Thailand Mobile True Move,6699789,0.0042,1,1,00
Thailand Mobile True Move,6699790,0.0042,1,1,00
Thailand Mobile True Move,6699791,0.0042,1,1,00
Thailand Mobile True Move,6699792,0.0042,1,1,00
Thailand Mobile True Move,6699793,0.0042,1,1,00
Thailand Mobile True Move,6699794,0.0042,1,1,00
Thailand Mobile True Move,6699795,0.0042,1,1,00
Thailand Mobile True Move,6699796,0.0042,1,1,00
Thailand Mobile True Move,6699797,0.0042,1,1,00
Thailand Mobile True Move,6699798,0.0042,1,1,00
Thailand Mobile True Move,6699801,0.0042,1,1,00
Thailand Mobile True Move,6699802,0.0042,1,1,00
Thailand Mobile True Move,6699803,0.0042,1,1,00
Thailand Mobile True Move,6699804,0.0042,1,1,00
Thailand Mobile True Move,6699805,0.0042,1,1,00
Thailand Mobile True Move,6699806,0.0042,1,1,00
Thailand Mobile True Move,6699807,0.0042,1,1,00
Thailand Mobile True Move,6699808,0.0042,1,1,00
Thailand Mobile True Move,6699809,0.0042,1,1,00
Thailand Mobile True Move,6699810,0.0042,1,1,00
Thailand Mobile True Move,6699812,0.0042,1,1,00
Thailand Mobile True Move,6699813,0.0042,1,1,00
Thailand Mobile True Move,6699814,0.0042,1,1,00
Thailand Mobile True Move,6699787,0.0042,1,1,00
Thailand Mobile True Move,6699786,0.0042,1,1,00
Thailand Mobile True Move,6699785,0.0042,1,1,00
Thailand Mobile True Move,6699784,0.0042,1,1,00
Thailand Mobile True Move,6699758,0.0042,1,1,00
Thailand Mobile True Move,6699759,0.0042,1,1,00
Thailand Mobile True Move,6699760,0.0042,1,1,00
Thailand Mobile True Move,6699761,0.0042,1,1,00
Thailand Mobile True Move,6699762,0.0042,1,1,00
Thailand Mobile True Move,6699763,0.0042,1,1,00
Thailand Mobile True Move,6699764,0.0042,1,1,00
Thailand Mobile True Move,6699765,0.0042,1,1,00
Thailand Mobile True Move,6699767,0.0042,1,1,00
Thailand Mobile True Move,6699768,0.0042,1,1,00
Thailand Mobile True Move,6699769,0.0042,1,1,00
Thailand Mobile True Move,6699815,0.0042,1,1,00
Thailand Mobile True Move,6699770,0.0042,1,1,00
Thailand Mobile True Move,6699772,0.0042,1,1,00
Thailand Mobile True Move,6699773,0.0042,1,1,00
Thailand Mobile True Move,6699774,0.0042,1,1,00
Thailand Mobile True Move,6699775,0.0042,1,1,00
Thailand Mobile True Move,6699776,0.0042,1,1,00
Thailand Mobile True Move,6699778,0.0042,1,1,00
Thailand Mobile True Move,6699779,0.0042,1,1,00
Thailand Mobile True Move,6699780,0.0042,1,1,00
Thailand Mobile True Move,6699781,0.0042,1,1,00
Thailand Mobile True Move,6699782,0.0042,1,1,00
Thailand Mobile True Move,6699783,0.0042,1,1,00
Thailand Mobile True Move,6699771,0.0042,1,1,00
Thailand Mobile True Move,6699816,0.0042,1,1,00
Thailand Mobile True Move,6699817,0.0042,1,1,00
Thailand Mobile True Move,6699818,0.0042,1,1,00
Thailand Mobile True Move,6699850,0.0042,1,1,00
Thailand Mobile True Move,6699851,0.0042,1,1,00
Thailand Mobile True Move,6699852,0.0042,1,1,00
Thailand Mobile True Move,6699853,0.0042,1,1,00
Thailand Mobile True Move,6699854,0.0042,1,1,00
Thailand Mobile True Move,6699856,0.0042,1,1,00
Thailand Mobile True Move,6699857,0.0042,1,1,00
Thailand Mobile True Move,6699858,0.0042,1,1,00
Thailand Mobile True Move,6699859,0.0042,1,1,00
Thailand Mobile True Move,6699860,0.0042,1,1,00
Thailand Mobile True Move,6699861,0.0042,1,1,00
Thailand Mobile True Move,6699849,0.0042,1,1,00
Thailand Mobile True Move,6699862,0.0042,1,1,00
Thailand Mobile True Move,6699864,0.0042,1,1,00
Thailand Mobile True Move,6699865,0.0042,1,1,00
Thailand Mobile True Move,6699867,0.0042,1,1,00
Thailand Mobile True Move,6699868,0.0042,1,1,00
Thailand Mobile True Move,6699869,0.0042,1,1,00
Thailand Mobile True Move,6699870,0.0042,1,1,00
Thailand Mobile True Move,6699871,0.0042,1,1,00
Thailand Mobile True Move,6699872,0.0042,1,1,00
Thailand Mobile True Move,6699873,0.0042,1,1,00
Thailand Mobile True Move,6699874,0.0042,1,1,00
Thailand Mobile True Move,6699875,0.0042,1,1,00
Thailand Mobile True Move,6699863,0.0042,1,1,00
Thailand Mobile True Move,6699878,0.0042,1,1,00
Thailand Mobile True Move,6699848,0.0042,1,1,00
Thailand Mobile True Move,6699846,0.0042,1,1,00
Thailand Mobile True Move,6699819,0.0042,1,1,00
Thailand Mobile True Move,6699820,0.0042,1,1,00
Thailand Mobile True Move,6699821,0.0042,1,1,00
Thailand Mobile True Move,6699823,0.0042,1,1,00
Thailand Mobile True Move,6699824,0.0042,1,1,00
Thailand Mobile True Move,6699825,0.0042,1,1,00
Thailand Mobile True Move,6699826,0.0042,1,1,00
Thailand Mobile True Move,6699827,0.0042,1,1,00
Thailand Mobile True Move,6699828,0.0042,1,1,00
Thailand Mobile True Move,6699829,0.0042,1,1,00
Thailand Mobile True Move,6699830,0.0042,1,1,00
Thailand Mobile True Move,6699847,0.0042,1,1,00
Thailand Mobile True Move,6699831,0.0042,1,1,00
Thailand Mobile True Move,6699834,0.0042,1,1,00
Thailand Mobile True Move,6699835,0.0042,1,1,00
Thailand Mobile True Move,6699836,0.0042,1,1,00
Thailand Mobile True Move,6699837,0.0042,1,1,00
Thailand Mobile True Move,6699838,0.0042,1,1,00
Thailand Mobile True Move,6699839,0.0042,1,1,00
Thailand Mobile True Move,6699840,0.0042,1,1,00
Thailand Mobile True Move,6699841,0.0042,1,1,00
Thailand Mobile True Move,6699842,0.0042,1,1,00
Thailand Mobile True Move,6699843,0.0042,1,1,00
Thailand Mobile True Move,6699845,0.0042,1,1,00
Thailand Mobile True Move,6699832,0.0042,1,1,00
Thailand Mobile True Move,6699508,0.0042,1,1,00
Thailand Mobile True Move,6699507,0.0042,1,1,00
Thailand Mobile True Move,6697361,0.0042,1,1,00
Thailand Mobile True Move,6697026,0.0042,1,1,00
Thailand Mobile True Move,6697027,0.0042,1,1,00
Thailand Mobile True Move,6697028,0.0042,1,1,00
Thailand Mobile True Move,6697029,0.0042,1,1,00
Thailand Mobile True Move,6697030,0.0042,1,1,00
Thailand Mobile True Move,6697031,0.0042,1,1,00
Thailand Mobile True Move,6697032,0.0042,1,1,00
Thailand Mobile True Move,6697034,0.0042,1,1,00
Thailand Mobile True Move,6697035,0.0042,1,1,00
Thailand Mobile True Move,6697036,0.0042,1,1,00
Thailand Mobile True Move,6697037,0.0042,1,1,00
Thailand Mobile True Move,6697038,0.0042,1,1,00
Thailand Mobile True Move,6697039,0.0042,1,1,00
Thailand Mobile True Move,6697040,0.0042,1,1,00
Thailand Mobile True Move,6697041,0.0042,1,1,00
Thailand Mobile True Move,6697042,0.0042,1,1,00
Thailand Mobile True Move,6697043,0.0042,1,1,00
Thailand Mobile True Move,6697045,0.0042,1,1,00
Thailand Mobile True Move,6697046,0.0042,1,1,00
Thailand Mobile True Move,6697047,0.0042,1,1,00
Thailand Mobile True Move,6697048,0.0042,1,1,00
Thailand Mobile True Move,6697049,0.0042,1,1,00
Thailand Mobile True Move,6697050,0.0042,1,1,00
Thailand Mobile True Move,6697025,0.0042,1,1,00
Thailand Mobile True Move,6697024,0.0042,1,1,00
Thailand Mobile True Move,6697023,0.0042,1,1,00
Thailand Mobile True Move,6697021,0.0042,1,1,00
Thailand Mobile True Move,6696994,0.0042,1,1,00
Thailand Mobile True Move,6696995,0.0042,1,1,00
Thailand Mobile True Move,6696996,0.0042,1,1,00
Thailand Mobile True Move,6696997,0.0042,1,1,00
Thailand Mobile True Move,6696998,0.0042,1,1,00
Thailand Mobile True Move,6697001,0.0042,1,1,00
Thailand Mobile True Move,6697002,0.0042,1,1,00
Thailand Mobile True Move,6697003,0.0042,1,1,00
Thailand Mobile True Move,6697004,0.0042,1,1,00
Thailand Mobile True Move,6697005,0.0042,1,1,00
Thailand Mobile True Move,6697006,0.0042,1,1,00
Thailand Mobile True Move,6697051,0.0042,1,1,00
Thailand Mobile True Move,6697007,0.0042,1,1,00
Thailand Mobile True Move,6697009,0.0042,1,1,00
Thailand Mobile True Move,6697010,0.0042,1,1,00
Thailand Mobile True Move,6697012,0.0042,1,1,00
Thailand Mobile True Move,6697013,0.0042,1,1,00
Thailand Mobile True Move,6697014,0.0042,1,1,00
Thailand Mobile True Move,6697015,0.0042,1,1,00
Thailand Mobile True Move,6697016,0.0042,1,1,00
Thailand Mobile True Move,6697017,0.0042,1,1,00
Thailand Mobile True Move,6697018,0.0042,1,1,00
Thailand Mobile True Move,6697019,0.0042,1,1,00
Thailand Mobile True Move,6697020,0.0042,1,1,00
Thailand Mobile True Move,6697008,0.0042,1,1,00
Thailand Mobile True Move,6697052,0.0042,1,1,00
Thailand Mobile True Move,6697053,0.0042,1,1,00
Thailand Mobile True Move,6697054,0.0042,1,1,00
Thailand Mobile True Move,6697086,0.0042,1,1,00
Thailand Mobile True Move,6697087,0.0042,1,1,00
Thailand Mobile True Move,6697089,0.0042,1,1,00
Thailand Mobile True Move,6697090,0.0042,1,1,00
Thailand Mobile True Move,6697091,0.0042,1,1,00
Thailand Mobile True Move,6697092,0.0042,1,1,00
Thailand Mobile True Move,6697093,0.0042,1,1,00
Thailand Mobile True Move,6697094,0.0042,1,1,00
Thailand Mobile True Move,6697095,0.0042,1,1,00
Thailand Mobile True Move,6697096,0.0042,1,1,00
Thailand Mobile True Move,6697097,0.0042,1,1,00
Thailand Mobile True Move,6697085,0.0042,1,1,00
Thailand Mobile True Move,6697098,0.0042,1,1,00
Thailand Mobile True Move,6697102,0.0042,1,1,00
Thailand Mobile True Move,6697103,0.0042,1,1,00
Thailand Mobile True Move,6697104,0.0042,1,1,00
Thailand Mobile True Move,6697105,0.0042,1,1,00
Thailand Mobile True Move,6697106,0.0042,1,1,00
Thailand Mobile True Move,6697107,0.0042,1,1,00
Thailand Mobile True Move,6697108,0.0042,1,1,00
Thailand Mobile True Move,6697109,0.0042,1,1,00
Thailand Mobile True Move,6697110,0.0042,1,1,00
Thailand Mobile True Move,6697112,0.0042,1,1,00
Thailand Mobile True Move,6697113,0.0042,1,1,00
Thailand Mobile True Move,6697101,0.0042,1,1,00
Thailand Mobile True Move,6696993,0.0042,1,1,00
Thailand Mobile True Move,6697084,0.0042,1,1,00
Thailand Mobile True Move,6697082,0.0042,1,1,00
Thailand Mobile True Move,6697056,0.0042,1,1,00
Thailand Mobile True Move,6697057,0.0042,1,1,00
Thailand Mobile True Move,6697058,0.0042,1,1,00
Thailand Mobile True Move,6697059,0.0042,1,1,00
Thailand Mobile True Move,6697060,0.0042,1,1,00
Thailand Mobile True Move,6697061,0.0042,1,1,00
Thailand Mobile True Move,6697062,0.0042,1,1,00
Thailand Mobile True Move,6697063,0.0042,1,1,00
Thailand Mobile True Move,6697064,0.0042,1,1,00
Thailand Mobile True Move,6697065,0.0042,1,1,00
Thailand Mobile True Move,6697067,0.0042,1,1,00
Thailand Mobile True Move,6697083,0.0042,1,1,00
Thailand Mobile True Move,6697068,0.0042,1,1,00
Thailand Mobile True Move,6697070,0.0042,1,1,00
Thailand Mobile True Move,6697071,0.0042,1,1,00
Thailand Mobile True Move,6697072,0.0042,1,1,00
Thailand Mobile True Move,6697073,0.0042,1,1,00
Thailand Mobile True Move,6697074,0.0042,1,1,00
Thailand Mobile True Move,6697075,0.0042,1,1,00
Thailand Mobile True Move,6697076,0.0042,1,1,00
Thailand Mobile True Move,6697078,0.0042,1,1,00
Thailand Mobile True Move,6697079,0.0042,1,1,00
Thailand Mobile True Move,6697080,0.0042,1,1,00
Thailand Mobile True Move,6697081,0.0042,1,1,00
Thailand Mobile True Move,6697069,0.0042,1,1,00
Thailand Mobile True Move,6697114,0.0042,1,1,00
Thailand Mobile True Move,6696992,0.0042,1,1,00
Thailand Mobile True Move,6696990,0.0042,1,1,00
Thailand Mobile True Move,6696903,0.0042,1,1,00
Thailand Mobile True Move,6696904,0.0042,1,1,00
Thailand Mobile True Move,6696905,0.0042,1,1,00
Thailand Mobile True Move,6696906,0.0042,1,1,00
Thailand Mobile True Move,6696907,0.0042,1,1,00
Thailand Mobile True Move,6696908,0.0042,1,1,00
Thailand Mobile True Move,6696909,0.0042,1,1,00
Thailand Mobile True Move,6696910,0.0042,1,1,00
Thailand Mobile True Move,6696912,0.0042,1,1,00
Thailand Mobile True Move,6696913,0.0042,1,1,00
Thailand Mobile True Move,6696914,0.0042,1,1,00
Thailand Mobile True Move,6696915,0.0042,1,1,00
Thailand Mobile True Move,6696916,0.0042,1,1,00
Thailand Mobile True Move,6696917,0.0042,1,1,00
Thailand Mobile True Move,6696918,0.0042,1,1,00
Thailand Mobile True Move,6696919,0.0042,1,1,00
Thailand Mobile True Move,6696920,0.0042,1,1,00
Thailand Mobile True Move,6696921,0.0042,1,1,00
Thailand Mobile True Move,6696923,0.0042,1,1,00
Thailand Mobile True Move,6696924,0.0042,1,1,00
Thailand Mobile True Move,6696925,0.0042,1,1,00
Thailand Mobile True Move,6696926,0.0042,1,1,00
Thailand Mobile True Move,6696927,0.0042,1,1,00
Thailand Mobile True Move,6696902,0.0042,1,1,00
Thailand Mobile True Move,6696901,0.0042,1,1,00
Thailand Mobile True Move,6696898,0.0042,1,1,00
Thailand Mobile True Move,6696897,0.0042,1,1,00
Thailand Mobile True Move,6696871,0.0042,1,1,00
Thailand Mobile True Move,6696872,0.0042,1,1,00
Thailand Mobile True Move,6696873,0.0042,1,1,00
Thailand Mobile True Move,6696874,0.0042,1,1,00
Thailand Mobile True Move,6696875,0.0042,1,1,00
Thailand Mobile True Move,6696876,0.0042,1,1,00
Thailand Mobile True Move,6696878,0.0042,1,1,00
Thailand Mobile True Move,6696879,0.0042,1,1,00
Thailand Mobile True Move,6696880,0.0042,1,1,00
Thailand Mobile True Move,6696881,0.0042,1,1,00
Thailand Mobile True Move,6696882,0.0042,1,1,00
Thailand Mobile True Move,6696928,0.0042,1,1,00
Thailand Mobile True Move,6696883,0.0042,1,1,00
Thailand Mobile True Move,6696885,0.0042,1,1,00
Thailand Mobile True Move,6696886,0.0042,1,1,00
Thailand Mobile True Move,6696887,0.0042,1,1,00
Thailand Mobile True Move,6696889,0.0042,1,1,00
Thailand Mobile True Move,6696890,0.0042,1,1,00
Thailand Mobile True Move,6696891,0.0042,1,1,00
Thailand Mobile True Move,6696892,0.0042,1,1,00
Thailand Mobile True Move,6696893,0.0042,1,1,00
Thailand Mobile True Move,6696894,0.0042,1,1,00
Thailand Mobile True Move,6696895,0.0042,1,1,00
Thailand Mobile True Move,6696896,0.0042,1,1,00
Thailand Mobile True Move,6696884,0.0042,1,1,00
Thailand Mobile True Move,6696929,0.0042,1,1,00
Thailand Mobile True Move,6696930,0.0042,1,1,00
Thailand Mobile True Move,6696931,0.0042,1,1,00
Thailand Mobile True Move,6696963,0.0042,1,1,00
Thailand Mobile True Move,6696964,0.0042,1,1,00
Thailand Mobile True Move,6696965,0.0042,1,1,00
Thailand Mobile True Move,6696967,0.0042,1,1,00
Thailand Mobile True Move,6696968,0.0042,1,1,00
Thailand Mobile True Move,6696969,0.0042,1,1,00
Thailand Mobile True Move,6696970,0.0042,1,1,00
Thailand Mobile True Move,6696971,0.0042,1,1,00
Thailand Mobile True Move,6696972,0.0042,1,1,00
Thailand Mobile True Move,6696973,0.0042,1,1,00
Thailand Mobile True Move,6696974,0.0042,1,1,00
Thailand Mobile True Move,6696962,0.0042,1,1,00
Thailand Mobile True Move,6696975,0.0042,1,1,00
Thailand Mobile True Move,6696978,0.0042,1,1,00
Thailand Mobile True Move,6696979,0.0042,1,1,00
Thailand Mobile True Move,6696980,0.0042,1,1,00
Thailand Mobile True Move,6696981,0.0042,1,1,00
Thailand Mobile True Move,6696982,0.0042,1,1,00
Thailand Mobile True Move,6696983,0.0042,1,1,00
Thailand Mobile True Move,6696984,0.0042,1,1,00
Thailand Mobile True Move,6696985,0.0042,1,1,00
Thailand Mobile True Move,6696986,0.0042,1,1,00
Thailand Mobile True Move,6696987,0.0042,1,1,00
Thailand Mobile True Move,6696989,0.0042,1,1,00
Thailand Mobile True Move,6696976,0.0042,1,1,00
Thailand Mobile True Move,6696991,0.0042,1,1,00
Thailand Mobile True Move,6696961,0.0042,1,1,00
Thailand Mobile True Move,6696959,0.0042,1,1,00
Thailand Mobile True Move,6696932,0.0042,1,1,00
Thailand Mobile True Move,6696934,0.0042,1,1,00
Thailand Mobile True Move,6696935,0.0042,1,1,00
Thailand Mobile True Move,6696936,0.0042,1,1,00
Thailand Mobile True Move,6696937,0.0042,1,1,00
Thailand Mobile True Move,6696938,0.0042,1,1,00
Thailand Mobile True Move,6696939,0.0042,1,1,00
Thailand Mobile True Move,6696940,0.0042,1,1,00
Thailand Mobile True Move,6696941,0.0042,1,1,00
Thailand Mobile True Move,6696942,0.0042,1,1,00
Thailand Mobile True Move,6696943,0.0042,1,1,00
Thailand Mobile True Move,6696960,0.0042,1,1,00
Thailand Mobile True Move,6696945,0.0042,1,1,00
Thailand Mobile True Move,6696947,0.0042,1,1,00
Thailand Mobile True Move,6696948,0.0042,1,1,00
Thailand Mobile True Move,6696949,0.0042,1,1,00
Thailand Mobile True Move,6696950,0.0042,1,1,00
Thailand Mobile True Move,6696951,0.0042,1,1,00
Thailand Mobile True Move,6696952,0.0042,1,1,00
Thailand Mobile True Move,6696953,0.0042,1,1,00
Thailand Mobile True Move,6696954,0.0042,1,1,00
Thailand Mobile True Move,6696956,0.0042,1,1,00
Thailand Mobile True Move,6696957,0.0042,1,1,00
Thailand Mobile True Move,6696958,0.0042,1,1,00
Thailand Mobile True Move,6696946,0.0042,1,1,00
Thailand Mobile True Move,6697115,0.0042,1,1,00
Thailand Mobile True Move,6697116,0.0042,1,1,00
Thailand Mobile True Move,6697117,0.0042,1,1,00
Thailand Mobile True Move,6697273,0.0042,1,1,00
Thailand Mobile True Move,6697274,0.0042,1,1,00
Thailand Mobile True Move,6697275,0.0042,1,1,00
Thailand Mobile True Move,6697276,0.0042,1,1,00
Thailand Mobile True Move,6697278,0.0042,1,1,00
Thailand Mobile True Move,6697279,0.0042,1,1,00
Thailand Mobile True Move,6697280,0.0042,1,1,00
Thailand Mobile True Move,6697281,0.0042,1,1,00
Thailand Mobile True Move,6697282,0.0042,1,1,00
Thailand Mobile True Move,6697283,0.0042,1,1,00
Thailand Mobile True Move,6697284,0.0042,1,1,00
Thailand Mobile True Move,6697285,0.0042,1,1,00
Thailand Mobile True Move,6697286,0.0042,1,1,00
Thailand Mobile True Move,6697287,0.0042,1,1,00
Thailand Mobile True Move,6697289,0.0042,1,1,00
Thailand Mobile True Move,6697290,0.0042,1,1,00
Thailand Mobile True Move,6697291,0.0042,1,1,00
Thailand Mobile True Move,6697292,0.0042,1,1,00
Thailand Mobile True Move,6697293,0.0042,1,1,00
Thailand Mobile True Move,6697294,0.0042,1,1,00
Thailand Mobile True Move,6697295,0.0042,1,1,00
Thailand Mobile True Move,6697296,0.0042,1,1,00
Thailand Mobile True Move,6697297,0.0042,1,1,00
Thailand Mobile True Move,6697272,0.0042,1,1,00
Thailand Mobile True Move,6697271,0.0042,1,1,00
Thailand Mobile True Move,6697270,0.0042,1,1,00
Thailand Mobile True Move,6697269,0.0042,1,1,00
Thailand Mobile True Move,6697242,0.0042,1,1,00
Thailand Mobile True Move,6697243,0.0042,1,1,00
Thailand Mobile True Move,6697245,0.0042,1,1,00
Thailand Mobile True Move,6697246,0.0042,1,1,00
Thailand Mobile True Move,6697247,0.0042,1,1,00
Thailand Mobile True Move,6697248,0.0042,1,1,00
Thailand Mobile True Move,6697249,0.0042,1,1,00
Thailand Mobile True Move,6697250,0.0042,1,1,00
Thailand Mobile True Move,6697251,0.0042,1,1,00
Thailand Mobile True Move,6697252,0.0042,1,1,00
Thailand Mobile True Move,6697253,0.0042,1,1,00
